-0.104992,0.187896,-0.441514,-4.546363,-1.004985,7.733603,0.088546,0.248579,0.041543,-0.963656,0.079817,-0.385252,0.037248,-1.237182,-0.650024,9.62768,0.110837,0.001889,-0.005863,-0.993816,0.040441,-0.096845,-0.306499,-1.761474,-0.997924,9.268183,0.108515,0.058345,0.029371,-0.991942
-0.09872,0.211076,-0.515145,-4.460221,-1.158126,7.762317,0.08324,0.25038,0.045885,-0.963466,0.093652,-0.393766,0.00745,-1.006469,-0.69458,9.668573,0.110808,-0.00156,-0.006863,-0.993813,0.080882,-0.094717,-0.434207,-1.646117,-0.984497,9.304193,0.104126,0.057546,0.028972,-0.992471
-0.08563,0.275707,-0.595594,-4.517649,-1.311267,7.79103,0.077086,0.25274,0.050353,-0.963139,0.088331,-0.385252,-0.059597,-1.0083,-0.843505,10.005487,0.110094,-0.004921,-0.00775,-0.993875,0.129836,-0.13835,-0.524667,-1.516112,-1.051635,9.54101,0.098816,0.056277,0.028106,-0.993112
-0.063541,0.362701,-0.689132,-4.517649,-1.100698,8.087741,0.069912,0.255364,0.05486,-0.962748,0.065982,-0.382059,-0.071304,-0.757446,-0.918579,9.948725,0.109243,-0.008344,-0.008384,-0.993941,0.155378,-0.169213,-0.624704,-1.306762,-1.047363,9.774775,0.0925,0.054614,0.026998,-0.993843
-0.046906,0.438787,-0.776672,-4.402794,-0.928415,8.279166,0.061977,0.25761,0.058617,-0.962472,0.060661,-0.399087,-0.128772,-0.465088,-0.684204,9.643549,0.107795,-0.012006,-0.009071,-0.994055,0.176663,-0.189433,-0.7141,-0.919189,-1.138305,9.726557,0.085278,0.052602,0.025741,-0.994631
-0.027816,0.45324,-0.828213,-4.345366,-0.622134,8.470592,0.053897,0.259854,0.060688,-0.962226,0.056404,-0.365032,-0.175598,-0.142822,-0.236206,9.244379,0.105855,-0.015407,-0.009867,-0.994209,0.176663,-0.16602,-0.771568,-1.069335,-1.155395,9.879145,0.077473,0.050876,0.024541,-0.995389
0.005181,0.374428,-0.853575,-4.23051,-0.105284,8.623733,0.04575,0.261784,0.061703,-0.96206,0.037248,-0.328848,-0.046826,0.470581,0.146484,8.843989,0.105167,-0.018709,-0.010604,-0.994218,0.17347,-0.170277,-0.709843,-1.008911,-0.844116,9.807123,0.070283,0.049121,0.023225,-0.996042
0.054269,0.293979,-0.810215,-3.847659,-0.009571,8.413164,0.037902,0.262889,0.062193,-0.962069,0.001064,-0.299049,0.178791,1.489867,0.648803,8.476558,0.106692,-0.022174,-0.01117,-0.993978,0.160699,-0.156442,-0.684301,-0.780639,-0.377807,9.673456,0.063348,0.047438,0.021849,-0.99662
0.102811,0.184623,-0.721585,-3.694518,-0.009571,8.212168,0.030835,0.262991,0.061951,-0.962309,-0.021285,-0.384188,0.271379,2.302245,1.258544,8.638911,0.109097,-0.026727,-0.011817,-0.993598,0.156442,-0.11813,-0.672595,-0.346679,0.003662,9.621576,0.05652,0.04598,0.020373,-0.99713
0.124082,0.177533,-0.568868,-3.905087,0,8.403593,0.025217,0.263207,0.060989,-0.962475,-0.059597,-0.449106,0.252223,2.733153,1.502074,9.343256,0.111259,-0.031991,-0.012201,-0.993198,0.169213,-0.111744,-0.538502,-0.240478,0.318603,9.781488,0.051021,0.044594,0.01859,-0.997524
0.1309,0.240255,-0.385063,-4.048656,0.200997,8.930014,0.021333,0.264199,0.059423,-0.962395,-0.068111,-0.427821,0.169213,2.683714,1.143798,9.493402,0.112558,-0.037012,-0.01238,-0.992874,0.188369,-0.139414,-0.411858,-0.230713,0.462646,10.176386,0.046777,0.042972,0.016508,-0.99784
0.130354,0.276526,-0.182169,-4.096512,0.066999,8.977871,0.01936,0.265586,0.057411,-0.962177,-0.070239,-0.310756,-0.154314,1.715697,0.112915,9.442133,0.110627,-0.040549,-0.012131,-0.992956,0.156442,-0.172406,-0.195819,-0.288696,0.281372,10.080561,0.0447,0.041074,0.01472,-0.998043
0.129263,0.250346,-0.027816,-4.460221,-0.507278,8.748159,0.018822,0.266623,0.055236,-0.962028,-0.117066,-0.227746,-0.504446,1.14624,-1.102905,9.107661,0.105233,-0.043093,-0.01095,-0.993449,0.094717,-0.179855,0.031927,-0.293579,-0.097046,9.988398,0.04491,0.039118,0.013613,-0.998128
0.139626,0.153807,0.058087,-4.651647,-1.26341,8.365308,0.018514,0.266786,0.054979,-0.962004,-0.19369,-0.267122,-0.636411,1.148681,-1.735229,9.017329,0.098529,-0.046095,-0.008881,-0.994022,0.046826,-0.171341,0.167084,-0.214844,-0.723877,9.8706,0.046471,0.037219,0.013195,-0.998135
0.135536,-0.008454,0.100629,-4.622933,-1.85683,8.068598,0.018583,0.266264,0.055255,-0.962131,-0.269251,-0.270315,-0.57575,0.902099,-1.802977,9.112544,0.092411,-0.049085,-0.006012,-0.994488,0.058533,-0.187305,0.22136,-0.385742,-1.203613,9.880976,0.048558,0.035251,0.012822,-0.998112
0.149989,-0.085903,0.087812,-4.536792,-2.038685,7.972885,0.018534,0.265038,0.055426,-0.962461,-0.301178,-0.19369,-0.31927,0.822753,-1.548461,9.203485,0.08884,-0.05129,-0.002734,-0.994717,0.088331,-0.227746,0.242645,-0.664672,-1.588744,9.683832,0.050844,0.033019,0.012282,-0.998081
0.158716,-0.116173,0.060814,-4.479364,-1.885544,7.982456,0.018227,0.263396,0.055546,-0.96291,-0.28415,-0.060661,-0.050019,0.38208,-1.213378,9.202265,0.087955,-0.051954,0.000505,-0.994765,0.125579,-0.275636,0.2767,-1.090698,-1.676635,9.843744,0.053458,0.030504,0.011362,-0.998036
0.178351,-0.138263,0.028089,-4.412365,-1.741975,7.905886,0.017573,0.261478,0.055543,-0.963445,-0.217103,0.095781,-0.031927,-0.182495,-0.922241,9.121089,0.08728,-0.050749,0.003107,-0.994882,0.151121,-0.31182,0.264994,-1.28601,-1.527099,9.689936,0.055944,0.027742,0.010135,-0.997993
0.211348,-0.11481,0.027816,-4.354937,-1.78026,7.71446,0.016818,0.259983,0.055289,-0.963878,-0.127708,0.285214,-0.225617,-0.698852,-0.949096,9.126582,0.084728,-0.047398,0.00489,-0.99526,0.168149,-0.2916,0.097909,-1.266479,-1.37329,9.583735,0.05675,0.025195,0.008757,-0.998028
0.251709,-0.06954,0.037634,-4.431508,-1.895115,7.685746,0.016036,0.259176,0.054669,-0.964144,-0.092588,0.363967,-0.415051,-0.848999,-0.912475,9.085689,0.08031,-0.043206,0.006278,-0.995809,0.22136,-0.301178,-0.08301,-1.311645,-1.347656,9.589228,0.055736,0.022603,0.006889,-0.998162
0.279525,-0.041452,0.051269,-4.804788,-2.009971,7.71446,0.015345,0.259203,0.053697,-0.964203,-0.105359,0.418243,-0.522538,-0.76416,-1.298827,9.174799,0.07483,-0.038578,0.007927,-0.996414,0.292664,-0.282022,-0.204333,-1.131591,-1.26892,9.635004,0.053496,0.020185,0.004332,-0.998351
0.302706,-0.018817,0.049906,-4.996214,-2.134398,7.685746,0.014597,0.259648,0.05244,-0.964164,-0.070239,0.472519,-0.365032,-0.356445,-1.488647,9.240107,0.070935,-0.03357,0.009382,-0.996868,0.328848,-0.322462,-0.184112,-1.037597,-1.376342,9.716791,0.051457,0.017359,0.00144,-0.998519
0.314432,0.043906,0.035725,-5.321638,-2.115255,7.762317,0.013698,0.260962,0.050972,-0.963901,0.008514,0.652375,-0.240517,-0.623169,-1.034545,10.141596,0.068283,-0.026629,0.010007,-0.997256,0.351197,-0.365032,-0.107487,-1.051025,-1.284179,9.968256,0.050183,0.01414,-0.001734,-0.998635
0.308432,0.163625,0.032725,-5.599205,-1.655833,7.858029,0.012849,0.263859,0.049186,-0.963216,0.105359,0.807752,-0.140479,-0.720825,-0.726318,10.662836,0.066629,-0.018079,0.009669,-0.997563,0.349068,-0.423564,-0.039377,-1.191406,-1.162719,9.994501,0.049589,0.010412,-0.004946,-0.998699
0.29807,0.188986,0.021544,-5.848059,-1.445265,7.685746,0.012004,0.267219,0.047173,-0.962401,0.174534,0.831165,-0.167084,-0.578003,-0.812988,10.958245,0.064713,-0.009375,0.008677,-0.997818,0.322462,-0.484226,-0.031927,-1.295776,-1.026,9.967646,0.049068,0.006135,-0.007949,-0.998741
0.277889,0.243255,0.004909,-5.895915,-0.918844,7.676175,0.011209,0.271286,0.044742,-0.961389,0.197947,0.655567,0.067047,-0.323486,-1.119995,11.67907,0.065141,-0.002554,0.007445,-0.997841,0.308627,-0.597034,-0.085139,-1.496581,-0.909423,9.916986,0.048008,0.000837,-0.010886,-0.998783
0.209985,0.338158,0.015544,-5.666204,0.248854,7.647461,0.011087,0.275779,0.041318,-0.960264,0.260737,0.229874,0.580007,1.977538,-0.849609,10.455317,0.070704,-0.000736,0.005208,-0.99748,0.288407,-0.700265,-0.13835,-1.503905,-0.498657,9.826654,0.046406,-0.005436,-0.013797,-0.998809
0.13799,0.263981,0.088903,-5.091927,0.9667,7.188039,0.011997,0.278977,0.037964,-0.959468,0.521474,0.330976,-0.672595,-0.03418,0.219116,8.432002,0.063758,0.002922,0.000102,-0.997957,0.24903,-0.812009,-0.253287,-1.16516,0.217285,9.604486,0.04364,-0.012871,-0.016628,-0.998822
0.092993,0.179987,0.215984,-4.737789,1.26341,6.82433,0.014302,0.281196,0.034614,-0.958915,0.418243,0.407601,-0.436335,-1.079711,0.784912,8.673091,0.059204,0.007716,-0.004102,-0.998204,0.178791,-0.908854,-0.436335,-0.246582,1.212157,9.520868,0.039032,-0.021562,-0.019221,-0.998817
0.07554,0.277616,0.326704,-4.249653,1.48355,7.484749,0.017657,0.283597,0.031165,-0.95827,0.219232,0.543823,-0.071304,-1.30371,1.924437,10.747675,0.058503,0.014436,-0.007592,-0.99815,0.233067,-1.003571,-0.494868,0.617065,1.955565,10.51391,0.033902,-0.031504,-0.024039,-0.998635
0.02618,0.498782,0.30516,-4.642076,1.722832,8.75773,0.020852,0.287842,0.028391,-0.957025,0.100038,0.259673,0.356518,-0.107422,2.51953,11.613763,0.061922,0.017028,-0.009211,-0.997889,0.250095,-1.031241,-0.56085,2.064208,1.804808,10.01037,0.028082,-0.042041,-0.027544,-0.998337
-0.065995,0.661043,0.237528,-5.197211,1.904687,9.848858,0.023622,0.293495,0.026782,-0.955289,0.222425,0.058533,0.772633,1.762694,2.825316,11.166375,0.069464,0.017091,-0.012329,-0.997358,0.274572,-0.952488,-0.703458,2.95349,1.655272,10.345453,0.020907,-0.051917,-0.031218,-0.99794
-0.09572,0.56396,0.219802,-5.56092,1.732404,10.413564,0.026329,0.298063,0.025581,-0.953836,0.33949,0.071304,0.431014,1.502685,1.622313,10.621943,0.073555,0.017387,-0.016226,-0.997004,0.275636,-0.830101,-0.705586,2.949217,1.491088,10.912469,0.013785,-0.060467,-0.034773,-0.997465
-0.016635,0.272435,0.171806,-5.551349,1.282553,10.145568,0.028393,0.299697,0.023821,-0.95331,0.289471,-0.107487,0.318205,1.571044,1.16516,9.708857,0.0765,0.015797,-0.019597,-0.996748,0.212846,-0.598099,-0.574686,2.838133,1.710204,10.865472,0.008039,-0.066665,-0.037634,-0.997029
0.109083,-0.021544,0.089448,-5.206782,0.861416,9.437292,0.029315,0.298365,0.021206,-0.953761,0.271379,-0.289471,0.233067,0.639648,1.87622,9.473871,0.078559,0.01277,-0.023147,-0.996555,0.088331,-0.300114,-0.421436,3.135984,1.748046,10.477289,0.003878,-0.070033,-0.039126,-0.996766
0.239437,-0.201804,0.073631,-4.517649,0.583849,8.671589,0.029636,0.295127,0.017655,-0.954831,0.382059,-0.351197,-0.151121,-0.429077,1.967162,9.338984,0.076748,0.009741,-0.027784,-0.996612,-0.030863,-0.098974,-0.333105,3.561399,1.600951,9.622797,0.000614,-0.071605,-0.039328,-0.996653
0.362156,-0.221711,0.107992,-3.9338,0.641276,8.030313,0.029915,0.291704,0.012869,-0.95595,0.388445,-0.250095,-0.326719,-0.370483,1.134033,8.718257,0.07321,0.007763,-0.032078,-0.996766,-0.189433,-0.048955,-0.176663,3.566282,1.270751,9.025264,-0.001168,-0.072799,-0.037751,-0.996627
0.44315,-0.169624,0.143717,-3.522235,1.043271,7.542177,0.030373,0.288935,0.006979,-0.956837,0.305435,-0.154314,-0.572557,-0.541992,0.827636,8.842158,0.067268,0.006834,-0.035279,-0.997084,-0.322462,-0.056404,0.005321,3.494871,0.835571,8.603511,-0.001224,-0.074161,-0.03459,-0.996642
0.487329,-0.077176,0.133899,-3.330809,1.521835,7.676175,0.030645,0.287138,0.000604,-0.957394,0.237324,-0.119194,-0.737513,-0.213013,1.258544,9.150996,0.059728,0.006134,-0.037919,-0.997472,-0.375674,-0.16602,-0.086203,2.772825,0.575561,8.49792,-0.002266,-0.076376,-0.030894,-0.996594
0.461694,0.010363,0.102538,-3.665804,1.713261,7.963314,0.030733,0.286253,-0.005522,-0.957641,0.181984,0.080882,-0.606613,0.29541,1.997069,9.340204,0.053608,0.007158,-0.040156,-0.997725,-0.365032,-0.328848,-0.296921,2.370604,0.20813,8.535762,-0.005437,-0.079986,-0.027329,-0.996403
0.382882,0.116719,0.029452,-4.058227,1.732404,8.327023,0.030374,0.286388,-0.010688,-0.957568,0.143671,0.229874,-0.451235,0.08728,2.141722,9.74914,0.049117,0.009659,-0.041941,-0.997861,-0.355454,-0.262865,-0.606613,2.191161,-0.08606,8.770747,-0.011643,-0.082733,-0.024003,-0.996211
0.300797,0.144262,-0.08263,-4.23051,1.569692,8.403593,0.029172,0.286702,-0.014671,-0.957459,0.094717,0.235195,-0.167084,0.140991,1.793822,9.515985,0.047481,0.012021,-0.043147,-0.997864,-0.350132,-0.144736,-1.051462,2.044677,-0.19104,8.898311,-0.022215,-0.084103,-0.021082,-0.995982
0.208349,0.038724,-0.186259,-4.393222,1.674976,8.212168,0.027284,0.286167,-0.017675,-0.957624,0.039377,0.283086,0.113873,0.110474,1.65039,9.244379,0.048672,0.014701,-0.043768,-0.997743,-0.390573,-0.097909,-1.109994,2.03308,-0.146484,8.934932,-0.033359,-0.084959,-0.017847,-0.995662
0.140172,-0.055905,-0.216803,-4.402794,1.531407,8.020741,0.025286,0.284712,-0.019969,-0.958067,-0.004257,0.33949,0.203268,0.407715,1.388549,9.249262,0.050777,0.017733,-0.043835,-0.997586,-0.45762,-0.025542,-0.773697,1.569213,0.058594,8.789058,-0.041174,-0.08494,-0.013787,-0.995436
0.080449,-0.122718,-0.191168,-4.345366,1.435694,7.800602,0.023695,0.282617,-0.021803,-0.958688,-0.02022,0.340554,0.081946,0.610351,1.179199,9.282221,0.051666,0.020707,-0.043637,-0.997492,-0.504446,0.175598,-0.18092,1.195678,0.518799,8.87939,-0.043109,-0.08282,-0.009078,-0.995586
0.026725,-0.064086,-0.121082,-4.29751,1.502693,7.79103,0.022943,0.281088,-0.023335,-0.959119,-0.032991,0.388445,-0.124515,0.522461,1.218871,9.324945,0.050513,0.024255,-0.043257,-0.997487,-0.47784,0.209654,-0.20114,0.391235,1.085204,9.121699,-0.045251,-0.080043,-0.004953,-0.995748
-0.004636,0.013363,-0.028907,-4.354937,1.435694,7.925029,0.023168,0.28021,-0.024761,-0.959335,-0.054276,0.403344,-0.268187,0.653686,1.416625,9.459833,0.047947,0.027935,-0.042698,-0.997542,-0.403344,0.223489,-0.361839,1.139526,0.588379,9.191889,-0.048895,-0.077481,-0.001505,-0.995789
-0.040361,0.059723,0.010363,-4.642076,1.292124,7.896315,0.023925,0.28001,-0.026118,-0.959339,-0.105359,0.325655,-0.222425,0.507812,1.621093,9.711908,0.045829,0.030837,-0.041745,-0.997596,-0.431014,0.342683,-0.273508,0.718383,0.369262,9.344477,-0.051659,-0.073549,0.00229,-0.995946
-0.092448,0.054814,0.045542,-4.575077,1.071985,7.666604,0.025153,0.279653,-0.027025,-0.959387,-0.126644,0.206461,0.034055,0.06897,1.629027,9.815668,0.046226,0.032581,-0.040712,-0.997565,-0.413986,0.268187,-0.310756,0.151977,0.685424,9.080195,-0.054779,-0.070174,0.005748,-0.996009
-0.151898,0.030543,0.090812,-4.555934,0.957129,7.475178,0.02699,0.279139,-0.027555,-0.959471,-0.073432,0.046826,0.327784,-0.014038,1.380004,9.916986,0.049464,0.032653,-0.040285,-0.997425,-0.384188,0.409729,-0.032991,0.540771,0.579834,8.996577,-0.055098,-0.065585,0.009053,-0.99628
